Title,Link,Occupations,Companies,Company_location,Sepcs
Sales Manager,https://wuzzuf.net/jobs/p/O20KXXd45RNN-Sales-Manager-Giza-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Business Development · Manufacturing/Production · Sales/Retail · sales skills · Sales · Sales Target · Skills · Market Research · Communication · Customer Service
Accountant (Trainee)- (UAE National),https://wuzzuf.net/jobs/p/g/guFwYhXICoKp-Accountant-Trainee--UAE-National-Dubai-Careers---A-Smart-Dubai-Initiative-Dubai-United-Arab-Emirates,Full Time,Dubai Careers A Smart Dubai Initiative,"<span class=""css-5wys0k"">Dubai, <!-- -->United Arab Emirates </span>",Full TimeStudent · Accounting/Finance · Administration · Banking · Accounting · Finance · Financial Analysis · Financial Management · Microsoft Office · Commerce · Microsoft Excel
Collection Specialist,https://wuzzuf.net/jobs/p/g/hz3oYAFz3DWn-Collection-Specialist-Rize-رايز-Riyadh-Saudi-Arabia,Full Time,Rize | رايز,"<span class=""css-5wys0k"">Riyadh, <!-- -->Saudi Arabia </span>",Full TimeEntry Level · Accounting/Finance · Customer Service/Support · Sales/Retail · Collection · Accounting · Finance · Microsoft Office · English · Communication Skills · Customer Service
Quality Engineer - QC/QA,https://wuzzuf.net/jobs/p/JbEy9DqkGi7w-Quality-Engineer---QCQA-Qalubia-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">khanka, <!-- -->Qalubia, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 5 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Mechanical/Electrical · Quality Control · QA · Quality Assurance · QC · Engineering · English · Manufacturing
Social Media Manager,https://wuzzuf.net/jobs/p/rnZFr05PAhH7-Social-Media-Manager-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Obour City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteManager · 5 - 8 Yrs of Exp · Marketing/PR/Advertising · E-Marketing · Social Media · social · Marketing
Mechanical Site Engineer,https://wuzzuf.net/jobs/p/HUxkRPV7Bc4C-Mechanical-Site-Engineer-Inter-Tech-Giza-Egypt,Full TimeOn-site,Inter-Tech,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering - Oil & Gas/Energy · Engineering · Mechanical · Site Engineering · Site Supervision
Civil Engineer,https://wuzzuf.net/jobs/p/OVep9BSBMzem-Civil-Engineer-Ibn-Sina-Pharma-Cairo-Egypt,Full TimeOn-site,Ibn Sina Pharma,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Civil · AutoCAD · Civil Engineering · Design · SAP · Microsoft Excel · Construction · Site
Web Development & Programming Teacher (Various Locations inside Egypt),https://wuzzuf.net/jobs/p/J4dDBYdB9IuF-Web-Development-Programming-Teacher-Various-Locations-inside-Egypt-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 4 Yrs of Exp · Education/Teaching · Computer Science · Information Technology (IT) · Programming · Web Development · Education · PHP Web Development
Accounting Manager,https://wuzzuf.net/jobs/p/g/eh5DotD0jdvD-Accounting-Manager-Almarai---المراعي-Riyadh-Saudi-Arabia,Full Time,Almarai المراعي,"<span class=""css-5wys0k"">Riyadh, <!-- -->Saudi Arabia </span>",Full TimeExperienced · Accounting/Finance · Administration · Operations/Management · Accounting · Finance · Financial Management · Financial Analysis · Microsoft Office · Commerce · Microsoft Excel
Chief Accountant,https://wuzzuf.net/jobs/p/g/mohcnceGswrM-Chief-Accountant-Rosewood-Abu-Dhabi-Dubai-United-Arab-Emirates,Full Time,Rosewood Abu Dhabi,"<span class=""css-5wys0k"">Dubai, <!-- -->United Arab Emirates </span>",Full TimeManager · Accounting/Finance · Banking · Operations/Management · Finance · Accounting · Financial Management · Financial Analysis · Microsoft Office · Commerce · ERP
Senior Marketing Engineer,https://wuzzuf.net/jobs/p/cZArRPv9UsD8-Senior-Marketing-Engineer-Yama-Engineering-System-Cairo-Egypt,Full TimeOn-site,Yama Engineering System,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · digital marketing · Digital Marketing · Marketing Campaigns · Social Media · E-Marketing · Digital · CRM
Media Buyer,https://wuzzuf.net/jobs/p/OgLEeeDNd8DO-Media-Buyer-WIS-Marketing-Cairo-Egypt,Full TimeOn-site,WIS Marketing,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2+ Yrs of Exp · Marketing/PR/Advertising · E-Commerce · Digital Marketing · Ads · Media Buying · Social Media · campaigns · Advertising · Media Buyer
Network Pre Sales Engineer,https://wuzzuf.net/jobs/p/iwJjt96KEZGY-Network-Pre-Sales-Engineer-Alkan-CIT-Cairo-Egypt,Full TimeOn-site,Alkan CIT,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · Engineering - Telecom/Technology · Pre-Sales · Engineering · CCNA
Tendering Engineer,https://wuzzuf.net/jobs/p/hAiXwxY3tsIh-Tendering-Engineer-The-Design-Hub-Cairo-Egypt,Full TimeOn-site,The Design Hub,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · Engineering · Finishing · Tendering · Skills · Microsoft Excel
TRANSFORMERS DESIGN ENGINEER,https://wuzzuf.net/jobs/p/C1gyAeTrjlIa-TRANSFORMERS-DESIGN-ENGINEER-Startrans-Gharbia-Egypt,Full TimeOn-site,Startrans,"<span class=""css-5wys0k"">Tanta, <!-- -->Gharbia, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Electrical · Electrical Design · Engineering · Design
Performance Marketing Manager,https://wuzzuf.net/jobs/p/Nujk1Rdo1Py4-Performance-Marketing-Manager-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Obour City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteManager · 7 - 10 Yrs of Exp · Marketing/PR/Advertising · Digital · digital marketing · Market Research · Marketing Campaigns · Marketing · campaigns · Digital Marketing
Software Project Manager,https://wuzzuf.net/jobs/p/Cqan3LHnVheE-Software-Project-Manager-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5+ Yrs of Exp · Project/Program Management · PMP · PgMP
Freight Forwarder Sr. Operations Specialist,https://wuzzuf.net/jobs/p/J6WRb5R5Fk4B-Freight-Forwarder-Sr-Operations-Specialist-Transocean-Forwarding-and-Commerce-Cairo-Egypt,Full TimeOn-site,Transocean Forwarding and Commerce,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Sales/Retail · Communication skills · Logistics · Operations · Supply Chain · inventory · Freight Forwarding · Communication
Marketing Executive,https://wuzzuf.net/jobs/p/hRrpk3wTkcwA-Marketing-Executive-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 6 - 9 Yrs of Exp · Customer Service/Support · Marketing/PR/Advertising · Marketing · Research
Maintenance Engineer,https://wuzzuf.net/jobs/p/1K8mlD6stckK-Maintenance-Engineer-Chema-Foam-Sharqia-Egypt,Full TimeOn-site,Chema Foam,"<span class=""css-5wys0k"">10th of Ramadan City, <!-- -->Sharqia, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · Engineering · Maintenance · Manufacturing · Mechanical · Mechanical Engineering · Mechatronics · Maintenance Engineering
E-Commerce Specialist,https://wuzzuf.net/jobs/p/rYKweka8ny75-E-Commerce-Specialist-Galaxy-Consulting-Solutions-G-C-S-Cairo-Egypt,Full TimeOn-site,Galaxy Consulting Solutions (G.C.S),"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Communication skills · digital marketing · E-Marketing · Google Analytics · Marketing · Digital Marketing · SEO · media · HTML
Marketing Supervisor,https://wuzzuf.net/jobs/p/eHboyKaQqQ4O-Marketing-Supervisor-Skywalk-Developments-Giza-Egypt,Full TimeOn-site,Skywalk Developments,"<span class=""css-5wys0k"">Sheikh Zayed, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Real Estate · Marketing · English · Market Research · Management · Social Media · Communication · Communication skills
Accounting Assistant Analyst,https://wuzzuf.net/jobs/p/g/QExSLz8FY2xL-Accounting-Assistant-Analyst-Saudia-Cargo-Makkah-Saudi-Arabia,Full Time,Saudia Cargo,"<span class=""css-5wys0k"">Makkah, <!-- -->Saudi Arabia </span>",Full TimeEntry Level · Accounting/Finance · Administration · Analyst/Research · Accounting · Finance · Commerce · Microsoft Office · Financial Analysis · Financial Management · ERP
Senior Internal Auditor,https://wuzzuf.net/jobs/p/uaQV3xkaciqF-Senior-Internal-Auditor-BDO-Esnad-Cairo-Egypt,Full TimeOn-site,BDO Esnad,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Auditing · ACCA · IFRS
Quality Manager,https://wuzzuf.net/jobs/p/rK089a4gFWJ8-Quality-Manager-Sprints-ai-Cairo-Egypt,Full TimeOn-site,Sprints.ai,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteManager · 7 - 8 Yrs of Exp · Quality · ISO · quality · Quality Assurance · Quality Management · Education · Engineering · Management · Six Sigma · Quality Control
Electrical Site Engineer,https://wuzzuf.net/jobs/p/DERnmfJjHuRP-Electrical-Site-Engineer-Al-Tawhid-for-Trading-Import-Cairo-Egypt,Full TimeOn-site,Al-Tawhid for Trading & Import,"<span class=""css-5wys0k"">Downtown, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 2 - 5 Yrs of Exp · Engineering - Mechanical/Electrical · Electrical Engineering · electrical site engineer · Electrical · Communication · Design · Electrical manufacturing · Engineering · Manufacturing · Mechanical Engineering
Sales Team leader,https://wuzzuf.net/jobs/p/Rg4sFnTx7CbT-Sales-Team-leader-7-Homes-Cairo-Egypt,Full TimeOn-site,7 Homes,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Sales/Retail · Real Estate · Sales · sales skills · Sales Target · teamleader · Brokerage · Communication · Communication skills · English
Sales Manager,https://wuzzuf.net/jobs/p/syKWl4gojw3e-Sales-Manager-7-Homes-Cairo-Egypt,Full TimeOn-site,7 Homes,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteManager · 3 - 5 Yrs of Exp · Sales/Retail · Manager · Real Estate · Sales · Sales Manager · sales skills · team leader
Merchandising Supervisor / Fashion Retail,https://wuzzuf.net/jobs/p/2MY8LvuGsOpM-Merchandising-Supervisor-Fashion-Retail-Al-Nasser-Giza-Egypt,Full TimeOn-site,Al-Nasser ,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Purchasing/Procurement · Merchandising · Retail
Supervisor Internal Auditor,https://wuzzuf.net/jobs/p/g/KJUviK3LpRmk-Supervisor-Internal-Auditor-KPMG-in-Kuwait-Kuwait-City-Kuwait,Full Time,KPMG in Kuwait,"<span class=""css-5wys0k"">Kuwait City, <!-- -->Kuwait </span>",Full TimeExperienced · Accounting/Finance · Quality · Analyst/Research · Accounting · Finance · Auditing · Financial Analysis · Internal Audit · Microsoft Office · Financial Management
Financial Accountant,https://wuzzuf.net/jobs/p/g/eJCG8vgZszL1-Financial-Accountant-North-Oil-Company-Qatar-Doha-Qatar,Full Time,North Oil Company Qatar,"<span class=""css-5wys0k"">Doha, <!-- -->Qatar </span>",Full TimeExperienced · Accounting/Finance · Banking · Analyst/Research · Finance · Accounting · Financial Analysis · Financial Management · Accountant · Commerce · Microsoft Office
Administrative Assistant,https://wuzzuf.net/jobs/p/BPR3jj5PW7py-Administrative-Assistant-Strategic-Integrated-Transportation-Inc-Los-Angeles-United-States,Full TimePart TimeRemote,"Strategic Integrated Transportation, Inc","<span class=""css-5wys0k"">Los Angeles, <!-- -->United States </span>",Full TimePart TimeRemoteEntry Level · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Operations/Management · administrative · MS Office · Office management · administrative assistant · Assistant · Communication · Administration
Office Manager,https://wuzzuf.net/jobs/p/g/qM5mK5L7M61k-Office-Manager-LSEG-London-Stock-Exchange-Group-Riyadh-Saudi-Arabia,Full Time,LSEG (London Stock Exchange Group),"<span class=""css-5wys0k"">Riyadh, <!-- -->Saudi Arabia </span>",Full TimeExperienced · Accounting/Finance · Administration · Operations/Management · Microsoft Office · Administration · Office Management · Secretary · Admin · Accounting · Finance
Purchasing Supervisor,https://wuzzuf.net/jobs/p/Q4n1pZpqNIEh-Purchasing-Supervisor-Sharm-Dreams-Group-Giza-Egypt,Full TimeOn-site,Sharm Dreams Group,"<span class=""css-5wys0k"">Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5+ Yrs of Exp · Purchasing/Procurement · Procurement · Management
Vice President,https://wuzzuf.net/jobs/p/agm8Gn5mJvX2-Vice-President-Hail-Saudi-Arabia,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Hail, <!-- -->Saudi Arabia </span>",Full TimeOn-siteSenior Management · 5 - 10 Yrs of Exp · males_only · Administration · Business Development · Operations/Management · business · Business Management · Computer Science · Engineering · Executive · Information Technology (IT) · Management
Senior Administration & Facilities Officer,https://wuzzuf.net/jobs/p/mifj1SlJzP8P-Senior-Administration-Facilities-Officer-Momentum-Investments-Cairo-Egypt,Full TimeOn-site,Momentum Investments,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 9 Yrs of Exp · Administration · Operations/Management · Facilities operations · Administration · Project Coordination
Application Support,https://wuzzuf.net/jobs/p/soB81IfVRMP9-Application-Support-Energya-Cables-Cairo-Egypt,Full TimeOn-site,Energya Cables,"<span class=""css-5wys0k"">10th of Ramadan City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT)
Auto Parts Tires Specialist,https://wuzzuf.net/jobs/p/jJGEi6Jrrovu-Auto-Parts-Tires-Specialist-Nour-Eldin-Elsherif-for-Trading-vehicles-Cairo-Egypt,Full TimeOn-site,Nour Eldin Elsherif for Trading vehicles,"<span class=""css-5wys0k"">Katameya, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · males_only · Operations/Management · Sales/Retail · Engineering - Other · Automotive · inventory · parts · Procurement · Purchasing · Spare Parts · tyres
Senior Internal Auditor,https://wuzzuf.net/jobs/p/g/ad608FXNu9iq-Senior-Internal-Auditor-ALSAYER-Holding-Kuwait-City-Kuwait,Full Time,ALSAYER Holding,"<span class=""css-5wys0k"">Kuwait City, <!-- -->Kuwait </span>",Full TimeEntry Level · Accounting/Finance · Quality · Analyst/Research · Accounting · Finance · Auditing · Financial Analysis · Microsoft Office · Commerce · Financial Management
Quality Control Testing Specialist,https://wuzzuf.net/jobs/p/mYJN7IziaB53-Quality-Control-Testing-Specialist-Grifols-Egypt-for-Plasma-Derivatives-Cairo-Egypt,Full TimeOn-site,Grifols Egypt for Plasma Derivatives,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 3 Yrs of Exp · Quality · Quality Control · English · Health
Senior Accountant,https://wuzzuf.net/jobs/p/g/GcpdhR7OpZ64-Senior-Accountant-Mohammad-Al-Habib-Real-Estate-Co-شركة-محمد-الحبيب-العقارية-Riyadh-Saudi-Arabia,Full Time,Mohammad Al Habib Real Estate Co. | شركة محمد الحبيب العقارية,"<span class=""css-5wys0k"">Riyadh, <!-- -->Saudi Arabia </span>",Full TimeExperienced · Accounting/Finance · Administration · Banking · Accounting · Finance · Financial Analysis · Financial Management · Microsoft Office · Commerce · ERP
Production Engineer,https://wuzzuf.net/jobs/p/ZDUgBoqSi22u-Production-Engineer-MA-Glass-Processing-Company-Giza-Egypt,Full TimeOn-site,M&A Glass Processing Company,"<span class=""css-5wys0k"">Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 9 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Manufacturing · Industrial Engineering · Mechanical Engineering · Production Engineering · Production · Engineering · Mechanical
E-Commerce Digital Marketing Specialist,https://wuzzuf.net/jobs/p/4vYF2SsZBKOo-E-Commerce-Digital-Marketing-Specialist-Endless-Creations-Company-Cairo-Egypt,Full TimePart TimeHybrid,Endless Creations Company,"<span class=""css-5wys0k"">Sheraton, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimePart TimeHybridExperienced · 2 - 4 Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Digital Marketing · digital marketing · E-Commerce · E-Marketing · Google Analytics · Social Media
